LAMMPS data file via write_data, version 23 Jun 2022, timestep = 17

1150 atoms
2 atom types

-20 20 xlo xhi
-20 20 ylo yhi
-20 20 zlo zhi

Masses

1 1
2 2

Pair Coeffs # lj/cut

1 1 1
2 0.5 3

Atoms # atomic

120 1 10.297000645798168 -18.31014607022989 -18.625002353743184 0 0 0
464 1 -14.451806757233069 -16.022848758451623 -19.5000049848896 0 0 0
440 1 0.5059421716751267 -16.629920656154827 -19.076467994170482 0 0 0
129 1 16.934865190151548 -15.720749122891924 -18.630508444565585 0 0 0
493 1 3.4789952997386058 -15.458774964509994 -19.735867057950315 0 0 0
158 1 -12.293279893832878 -13.155175649167585 -19.037135559617138 0 0 0
993 1 7.374982979575405 -11.248756383038852 -18.85696934914324 0 0 0
209 1 -13.121050727093493 -8.652522004540016 -18.922194150867373 0 0 0
1099 2 -1.6891325226468652 -9.250308125862064 -19.85734272741589 0 0 0
373 1 -9.463334057881646 -7.320730494991344 -19.352506548512835 0 0 0
1057 2 -5.88481834203341 -8.78357529187379 -19.03450376819978 0 0 0
623 1 -15.853313149816037 -6.63410895812982 -19.46925928791485 0 0 0
1095 2 -5.624632272290426 -6.442165032552298 19.84710835260815 0 0 -1
756 1 -15.182001942387782 -3.9066457114679025 -18.994472641029617 0 0 0
1036 2 3.530418944326426 -4.2488027057837705 -19.254152215669933 0 0 0
982 1 12.814407925354333 -3.999473542683836 -19.82692414930916 0 0 0
401 1 14.67666147274719 -3.080991695544196 -19.138788410902915 0 0 0
852 1 18.18512963046559 -2.5263007648877362 -19.536955468140988 0 0 0
354 1 12.872906547798667 -0.3388362269720369 -19.323734252041394 0 0 0
1072 2 -4.395783326772872 0.0696269283395381 -19.56043079474961 0 0 0
214 1 -15.502963360400937 1.4545257749334697 -19.01604327699328 0 0 0
282 1 -9.821930317498143 2.1524032346643867 -19.97083408854397 0 0 0
912 1 13.047054409541422 2.081138856010528 -18.989975505540585 0 0 0
329 1 -15.72377807804498 2.9452698813729414 -18.881826947162228 0 0 0
98 1 -10.61806874659594 3.3134548146388716 -19.65134370538237 0 0 0
1110 2 5.5903346851314355 3.495019001051819 -18.99702192920056 0 0 0
474 1 15.555637942420148 3.6068982554631788 -18.86102043039213 0 0 0
955 1 11.503644827745527 4.872550704292206 -19.400444058622856 0 0 0
780 1 -8.136696958978053 6.534210455852659 -19.52486848436523 0 0 0
512 1 -15.794265539655425 7.367267862948358 -19.516727357336183 0 0 0
596 1 17.162415179033957 8.711914023715963 -18.861003405815456 0 0 0
476 1 1.6122021119262668 11.495715994019484 -19.124150487206233 0 0 0
883 1 2.454562681122747 11.258328275422052 -18.47421651315287 0 0 0
677 1 6.919037218352219 10.080360041080544 -19.460140650496097 0 0 0
452 1 -17.646634146152635 11.572853188314891 -19.2751434729293 0 0 0
19 1 -7.153455553182146 11.872517667651419 -18.5955597826259 0 0 0
926 1 -3.6120206041317537 12.769706357628905 -19.545247331049875 0 0 0
645 1 -16.887467207123002 13.785702308056717 -19.482629009423853 0 0 0
1000 1 0.8053155171389373 13.63817739955199 -19.797689746990134 0 0 0
243 1 18.300324007077293 13.545586948071417 -19.32016376374297 0 0 0
184 1 9.338238048053475 17.088329448600657 -19.50408228804713 0 0 0
710 1 -13.119536722599264 19.509902139028284 -18.606898439488496 0 0 0
166 1 14.059634168660097 -19.728527329735705 -17.358830867967956 0 0 0
701 1 19.811574380176136 -19.46690893537599 -17.90715299156263 0 0 0
956 1 -3.5897915083982133 -16.103826840024546 -17.63140216593663 0 0 0
856 1 14.308877938127566 -16.0488569748327 -17.328808946162102 0 0 0
851 1 -16.13801785407601 -15.22803273269765 -17.174322448886397 0 0 0
293 1 12.863628507505922 -15.635311263213026 -18.486767888356162 0 0 0
39 1 -14.670858704506983 -13.343289972030666 -18.20381765487715 0 0 0
929 1 5.38349922831213 -12.857622557958628 -17.41775009383983 0 0 0
199 1 3.629679683627561 -12.832364016369567 -17.923592732818914 0 0 0
718 1 -13.856512919932843 -6.412645311286973 -17.32974680016271 0 0 0
1040 2 -7.735218134585404 -5.811187976883346 -17.272654956799304 0 0 0
1039 2 -4.849293965210559 -6.194407910118303 -17.67536055956482 0 0 0
165 1 16.89255408797998 -6.843443320525552 -17.75188807293395 0 0 0
1037 2 -2.268144382288747 -0.7026331269660187 -18.309929835754414 0 0 0
82 1 11.463029158262854 0.01873638011430047 -17.731594575997086 0 0 0
353 1 -14.201908558075008 1.0613161212430924 -18.219748218486753 0 0 0
850 1 10.013311843214623 6.684987054808908 -18.235899578015072 0 0 0
306 1 10.592466016905558 8.412115541717204 -17.31073089067427 0 0 0
628 1 11.859399180393773 8.106342758888173 -18.203903797078436 0 0 0
383 1 13.075256604464045 7.486856408758597 -17.732367553541117 0 0 0
565 1 3.4531942013003536 9.731634811603007 -18.229510612759007 0 0 0
757 1 -0.10148529443356058 11.101514558515266 -17.563378287774498 0 0 0
671 1 10.896247517096734 11.154089769668177 -17.543229555851273 0 0 0
385 1 19.797389116783734 11.849024387242368 -17.43332541561156 0 0 0
606 1 -18.862923793705068 13.70966059584286 -17.748163870951565 0 0 0
54 1 -0.3005605187685499 15.713052902889208 -17.591557270744794 0 0 0
409 1 -8.344448980742735 17.169103085674198 -17.294964343412012 0 0 0
983 1 8.539567201289232 17.716481895194658 -18.273440844389008 0 0 0
693 1 6.710410420548263 19.335952513672147 -18.40432441203552 0 0 0
871 1 -13.292318996909465 -18.690344452023798 -15.731466918571327 0 0 0
593 1 -1.5552945535421827 -19.835561383439025 -16.28017145967119 0 0 0
831 1 -18.067375867658935 -18.3862077437277 -16.993548831433777 0 0 0
109 1 -15.347061291833516 -17.17665511844959 -16.346505626029515 0 0 0
515 1 18.10332322591617 -17.5391143613065 -16.70524705193843 0 0 0
92 1 -0.8755808772399469 -16.73803595710029 -15.847447623598242 0 0 0
30 1 -14.534288173921638 -14.880813228100356 -16.36655310390871 0 0 0
297 1 -1.5492908310266091 -15.602819687574897 -16.299670558843836 0 0 0
391 1 3.2722201116366705 -13.608624177793638 -16.409568084934328 0 0 0
